Lens Type,Lens Type Label,Lens Index,Coating,Coating Label,Single Lens Price (EUR),Pair Price Base (EUR),Tint Type,Tint Color,Tint Shade (%),Tint Recipe,Tint Fee Per Pair (EUR),Photochromic Color,Polarized Color,Frame Type,Frame Type Label,Edging Fee (EUR),Lens Pair Total (EUR),Rx Add-on Net (EUR),Profit (EUR),Rx Retail Net (EUR),Total Rx Add-on (EUR),Available,Notes
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Grey,85,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,51.96,63.96,15,78.96,78.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Grey,85,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,51.96,71.96,15,86.96,86.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Grey,85,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,51.96,71.96,15,86.96,86.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,15,,6,,,FULL_FRAME,Full Frame,4.6,51.96,56.56,15,71.56,71.56,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,15,,6,,,NYLON_FRAME,Nylon Frame,5.9,51.96,57.86,15,72.86,72.86,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,15,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,51.96,63.96,15,78.96,78.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,15,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,51.96,71.96,15,86.96,86.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,15,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,51.96,71.96,15,86.96,86.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,30,,6,,,FULL_FRAME,Full Frame,4.6,51.96,56.56,15,71.56,71.56,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,30,,6,,,NYLON_FRAME,Nylon Frame,5.9,51.96,57.86,15,72.86,72.86,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,30,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,51.96,63.96,15,78.96,78.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,30,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,51.96,71.96,15,86.96,86.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,30,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,51.96,71.96,15,86.96,86.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,85,,6,,,FULL_FRAME,Full Frame,4.6,51.96,56.56,15,71.56,71.56,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,85,,6,,,NYLON_FRAME,Nylon Frame,5.9,51.96,57.86,15,72.86,72.86,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,85,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,51.96,63.96,15,78.96,78.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,85,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,51.96,71.96,15,86.96,86.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,FULL_TINT_CATALOG,Green,85,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,51.96,71.96,15,86.96,86.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Brown,,50->0,12,,,FULL_FRAME,Full Frame,4.6,57.96,62.56,15,77.56,77.56,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Brown,,50->0,12,,,NYLON_FRAME,Nylon Frame,5.9,57.96,63.86,15,78.86,78.86,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Brown,,50->0,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,57.96,69.96,15,84.96,84.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Brown,,50->0,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,57.96,77.96,15,92.96,92.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Brown,,50->0,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,57.96,77.96,15,92.96,92.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Grey,,30->0,12,,,FULL_FRAME,Full Frame,4.6,57.96,62.56,15,77.56,77.56,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Grey,,30->0,12,,,NYLON_FRAME,Nylon Frame,5.9,57.96,63.86,15,78.86,78.86,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Grey,,30->0,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,57.96,69.96,15,84.96,84.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Grey,,30->0,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,57.96,77.96,15,92.96,92.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Grey,,30->0,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,57.96,77.96,15,92.96,92.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Green,,90->15,12,,,FULL_FRAME,Full Frame,4.6,57.96,62.56,15,77.56,77.56,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Green,,90->15,12,,,NYLON_FRAME,Nylon Frame,5.9,57.96,63.86,15,78.86,78.86,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Green,,90->15,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,57.96,69.96,15,84.96,84.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Green,,90->15,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,57.96,77.96,15,92.96,92.96,Yes,
TINTED,Tinted (Mono RX),1.6,BLUE_PRO,Blue PRO,22.98,45.96,GRADIENT,Green,,90->15,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,57.96,77.96,15,92.96,92.96,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Brown,,50->0,12,,,FULL_FRAME,Full Frame,4.6,74.14,78.74,15,93.74,93.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Brown,,50->0,12,,,NYLON_FRAME,Nylon Frame,5.9,74.14,80.04,15,95.04,95.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Brown,,50->0,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,74.14,86.14,15,101.14,101.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Brown,,50->0,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Brown,,50->0,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Grey,,30->0,12,,,FULL_FRAME,Full Frame,4.6,74.14,78.74,15,93.74,93.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Grey,,30->0,12,,,NYLON_FRAME,Nylon Frame,5.9,74.14,80.04,15,95.04,95.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Grey,,30->0,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,74.14,86.14,15,101.14,101.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Grey,,30->0,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Grey,,30->0,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Green,,90->15,12,,,FULL_FRAME,Full Frame,4.6,74.14,78.74,15,93.74,93.74,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Green,,90->15,12,,,NYLON_FRAME,Nylon Frame,5.9,74.14,80.04,15,95.04,95.04,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Green,,90->15,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,74.14,86.14,15,101.14,101.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Green,,90->15,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,SERICUM_UV,UV Protection,31.07,62.14,GRADIENT,Green,,90->15,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,15,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,50,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Brown,85,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,15,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,70,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
