sku;name;images;video;stock_a;stock_a_days;stock_b;stock_b_days;stock_c;stock_c_days;pvd_old;pvd;pvd_dif;pvr_old;pvr;pvr_dif;category
S72137376;Ladies' Sunglasses Carrera CARRERA 3099_S;https://www.bigbuy.eu/7723522/ladies-sunglasses-carrera-carrera-3099-s_1285784.jpg;-;1;1;0;5;1;1;-;129.47;0.00%;-;143.86;0.00%;Sunglasses
S72137375;Ladies' Sunglasses Carrera VICTORY C 22_S;https://www.bigbuy.eu/7723520/ladies-sunglasses-carrera-victory-c-22-s_1285783.jpg;-;1;1;0;5;1;1;-;133.92;0.00%;-;148.8;0.00%;Sunglasses
S72137374;Ladies' Sunglasses Carrera FLAGLAB 19;https://www.bigbuy.eu/7723518/ladies-sunglasses-carrera-flaglab-19_1285782.jpg;-;1;1;0;5;1;1;-;205.64;0.00%;-;225.98;0.00%;Sunglasses
S72137349;Ladies' Sunglasses Carrera CARRERA 3081_S;https://www.bigbuy.eu/7723516/ladies-sunglasses-carrera-carrera-3081-s_1285781.jpg;-;3;1;0;5;3;1;-;105.73;0.00%;-;120.15;0.00%;Sunglasses
S72137348;Ladies' Sunglasses Carrera CARRERA 3086_S;https://www.bigbuy.eu/7723514/ladies-sunglasses-carrera-carrera-3086-s_1285780.jpg;-;3;1;0;5;3;1;-;123.52;0.00%;-;137.24;0.00%;Sunglasses
S72137347;Ladies' Sunglasses Carrera CARRERA 3085_S;https://www.bigbuy.eu/7723511/ladies-sunglasses-carrera-carrera-3085-s_1285779.jpg;-;2;1;0;5;2;1;-;123.52;0.00%;-;137.24;0.00%;Sunglasses
S72137346;Ladies' Sunglasses Carrera CARRERA 3083_S;https://www.bigbuy.eu/7723509/ladies-sunglasses-carrera-carrera-3083-s_1285778.jpg;-;3;1;0;5;3;1;-;105.73;0.00%;-;120.15;0.00%;Sunglasses
S72137323;Ladies' Sunglasses Dsquared2 D2 0209_G_S;https://www.bigbuy.eu/7723508/ladies-sunglasses-dsquared2-d2-0209-g-s_1285777.jpg;-;1;1;0;5;1;1;-;174.76;0.00%;-;194.18;0.00%;Sunglasses
S72137309;Ladies' Sunglasses Polaroid PLD 2169_S_X;https://www.bigbuy.eu/7723506/ladies-sunglasses-polaroid-pld-2169-s-x_1285776.jpg;-;1;1;0;5;1;1;-;62.28;0.00%;-;73.27;0.00%;Sunglasses
S72137308;Ladies' Sunglasses Polaroid PLD 4208_S_X;https://www.bigbuy.eu/7723504/ladies-sunglasses-polaroid-pld-4208-s-x_1285775.jpg;-;1;1;0;5;1;1;-;65.36;0.00%;-;76.89;0.00%;Sunglasses
S72137289;Ladies' Sunglasses Moschino MOS206_S;https://www.bigbuy.eu/7723500/ladies-sunglasses-moschino-mos206-s_1285773.jpg;-;1;1;0;5;1;1;-;174.76;0.00%;-;194.18;0.00%;Sunglasses
S72137288;Ladies' Sunglasses Moschino MOS205_S;https://www.bigbuy.eu/7723498/ladies-sunglasses-moschino-mos205-s_1285772.jpg;-;1;1;0;5;1;1;-;174.76;0.00%;-;194.18;0.00%;Sunglasses
S72137287;Ladies' Sunglasses Moschino MOS208_S;https://www.bigbuy.eu/7723496/ladies-sunglasses-moschino-mos208-s_1285771.jpg;-;1;1;0;5;1;1;-;165.86;0.00%;-;184.29;0.00%;Sunglasses
S72137286;Ladies' Sunglasses Moschino MOS212_S;https://www.bigbuy.eu/7723494/ladies-sunglasses-moschino-mos212-s_1285770.jpg;-;1;1;0;5;1;1;-;152.48;0.00%;-;169.42;0.00%;Sunglasses
S72137282;Ladies' Sunglasses Missoni MIS 0272_S;https://www.bigbuy.eu/7723488/ladies-sunglasses-missoni-mis-0272-s_1285767.jpg;-;1;1;0;5;1;1;-;148.03;0.00%;-;164.48;0.00%;Sunglasses
S72137281;Ladies' Sunglasses Missoni MIS 0264_G_S;https://www.bigbuy.eu/7723486/ladies-sunglasses-missoni-mis-0264-g-s_1285766.jpg;-;1;1;0;5;1;1;-;207.12;0.00%;-;227.6;0.00%;Sunglasses
S72137278;Ladies' Sunglasses Guess GU7879;https://www.bigbuy.eu/7723482/ladies-sunglasses-guess-gu7879_1285764.jpg;-;1;1;0;5;1;1;-;79.3;0.00%;-;90.11;0.00%;Sunglasses
S72137277;Ladies' Sunglasses Guess GU7820;https://www.bigbuy.eu/7723481/ladies-sunglasses-guess-gu7820_1285763.jpg;-;1;1;0;5;1;1;-;79.3;0.00%;-;90.11;0.00%;Sunglasses
S72137252;Ladies' Sunglasses Etro ETRO 0128_S;https://www.bigbuy.eu/7723477/ladies-sunglasses-etro-etro-0128-s_1285761.jpg;-;1;1;0;5;1;1;-;175.51;0.00%;-;195.01;0.00%;Sunglasses
S72137251;Ladies' Sunglasses Etro ETRO 0127_S;https://www.bigbuy.eu/7723475/ladies-sunglasses-etro-etro-0127-s_1285760.jpg;-;1;1;0;5;1;1;-;175.51;0.00%;-;195.01;0.00%;Sunglasses
S72137250;Ladies' Sunglasses Etro ETRO 0131_S;https://www.bigbuy.eu/7723473/ladies-sunglasses-etro-etro-0131-s_1285759.jpg;-;1;1;0;5;1;1;-;199.73;0.00%;-;219.48;0.00%;Sunglasses
S72137249;Ladies' Sunglasses Etro ETRO 0137_S;https://www.bigbuy.eu/7723471/ladies-sunglasses-etro-etro-0137-s_1285758.jpg;-;1;1;0;5;1;1;-;212.27;0.00%;-;233.26;0.00%;Sunglasses
S72137248;Ladies' Sunglasses Etro ETRO 0123_S;https://www.bigbuy.eu/7723469/ladies-sunglasses-etro-etro-0123-s_1285757.jpg;-;1;1;0;5;1;1;-;143.58;0.00%;-;159.53;0.00%;Sunglasses
S72137247;Ladies' Sunglasses Etro ETRO 0122_S;https://www.bigbuy.eu/7723466/ladies-sunglasses-etro-etro-0122-s_1285756.jpg;-;1;1;0;5;1;1;-;143.58;0.00%;-;159.53;0.00%;Sunglasses
S72137245;Ladies' Sunglasses Etro ETRO 0071_F_S;https://www.bigbuy.eu/7723600/ladies-sunglasses-etro-etro-0071-f-s_1285755.jpg;-;1;1;0;5;1;1;-;222.63;0.00%;-;244.65;0.00%;Sunglasses
S72128080;Ladies' Sunglasses Carrera FLAGLAB 18;https://www.bigbuy.eu/7723465/ladies-sunglasses-carrera-flaglab-18_1285754.jpg;-;1;1;0;5;1;1;-;172.53;0.00%;-;191.7;0.00%;Sunglasses
S72137019;Ladies' Sunglasses Karl Lagerfeld KL6122S-015-52;https://www.bigbuy.eu/7721735/ladies-sunglasses-karl-lagerfeld-kl6122s-015-52_1285247.jpg;-;3;1;0;5;0;1;-;67.78;0.00%;-;79.74;0.00%;Sunglasses
S72137013;Ladies' Sunglasses Longchamp LO739S-511-50;https://www.bigbuy.eu/7721733/ladies-sunglasses-longchamp-lo739s-511-50_1285246.jpg;-;8;1;0;5;0;1;-;86.52;0.00%;-;98.32;0.00%;Sunglasses
S72136973;Ladies' Sunglasses LIU JO LJ153S-722-62;https://www.bigbuy.eu/7721731/ladies-sunglasses-liu-jo-lj153s-722-62_1285245.jpg;-;7;1;0;5;0;1;-;67.32;0.00%;-;79.2;0.00%;Sunglasses
S72136972;Ladies' Sunglasses LIU JO LJ153S-770-62;https://www.bigbuy.eu/7721729/ladies-sunglasses-liu-jo-lj153s-770-62_1285244.jpg;-;11;1;0;5;0;1;-;67.32;0.00%;-;79.2;0.00%;Sunglasses
S72136971;Ladies' Sunglasses LIU JO LJ762SR-601-56;https://www.bigbuy.eu/7721727/ladies-sunglasses-liu-jo-lj762sr-601-56_1285243.jpg;-;6;1;0;5;0;1;-;67.32;0.00%;-;79.2;0.00%;Sunglasses
S72136970;Ladies' Sunglasses LIU JO LJ770S-001-54;https://www.bigbuy.eu/7721725/ladies-sunglasses-liu-jo-lj770s-001-54_1285242.jpg;-;9;1;0;5;0;1;-;67.32;0.00%;-;79.2;0.00%;Sunglasses
S72136968;Ladies' Sunglasses LIU JO LJ781S-102-55;https://www.bigbuy.eu/7721721/ladies-sunglasses-liu-jo-lj781s-102-55_1285240.jpg;-;4;1;0;5;0;1;-;67.32;0.00%;-;79.2;0.00%;Sunglasses
S72136961;Ladies' Sunglasses Salvatore Ferragamo SF1101S-242-54;https://www.bigbuy.eu/7721717/ladies-sunglasses-salvatore-ferragamo-sf1101s-242-54_1285238.jpg;-;7;1;0;5;0;1;-;113.98;0.00%;-;126.64;0.00%;Sunglasses
S72136960;Ladies' Sunglasses Salvatore Ferragamo SF2003S-327-54;https://www.bigbuy.eu/7721714/ladies-sunglasses-salvatore-ferragamo-sf2003s-327-54_1285237.jpg;-;6;1;0;5;0;1;-;93.8;0.00%;-;106.59;0.00%;Sunglasses
S72136952;Ladies' Sunglasses Lacoste L6013S-001-54;https://www.bigbuy.eu/7721711/ladies-sunglasses-lacoste-l6013s-001-54_1285236.jpg;-;8;1;0;5;0;1;-;71.11;0.00%;-;80.81;0.00%;Sunglasses
S72136936;Ladies' Sunglasses Calvin Klein CK23503S-002-54;https://www.bigbuy.eu/7721710/ladies-sunglasses-calvin-klein-ck23503s-002-54_1285235.jpg;-;5;1;0;5;0;1;-;69.72;0.00%;-;82.02;0.00%;Sunglasses
S05142525;Ladies' Sunglasses Guess GU00156;https://www.bigbuy.eu/7714640/ladies-sunglasses-guess-gu00156_1283908.jpg;-;1;1;0;5;1;1;-;42.81;0.00%;-;48.1;0.00%;Sunglasses
S05123316;Ladies' Sunglasses Guess GU00119 Black ø 60 mm;https://www.bigbuy.eu/7707610/ladies-sunglasses-guess-gu00119-black-oe-60-mm_1282437.jpg;-;1;1;0;5;1;1;-;62.39;0.00%;-;69.32;0.00%;Sunglasses
S05142522;Ladies' Sunglasses Guess GU00155;https://www.bigbuy.eu/7701039/ladies-sunglasses-guess-gu00155_1281542.jpg;-;1;1;0;5;1;1;-;42.81;0.00%;-;48.1;0.00%;Sunglasses
S05125953;Ladies' Sunglasses Guess GU00103 Black Ø 52 mm;https://www.bigbuy.eu/7701037/ladies-sunglasses-guess-gu00103-black-oe-52-mm_1281540.jpg;-;1;1;0;5;1;1;-;59.45;0.00%;-;66.06;0.00%;Sunglasses
S05125707;Ladies' Sunglasses Emilio Pucci EP0202 ø 54 mm;https://www.bigbuy.eu/7701036/ladies-sunglasses-emilio-pucci-ep0202-oe-54-mm_1281539.jpg;-;1;1;0;5;1;1;-;98.39;0.00%;-;109.32;0.00%;Sunglasses
S05115134;Ladies' Sunglasses Guess T Black Ø 55 mm;https://www.bigbuy.eu/7701034/ladies-sunglasses-guess-t-black-oe-55-mm_1281537.jpg;-;2;1;0;5;2;1;-;75.26;0.00%;-;83.62;0.00%;Sunglasses
S05110545;Ladies' Sunglasses Guess W Habana Ø 53 mm;https://www.bigbuy.eu/7701033/ladies-sunglasses-guess-w-habana-oe-53-mm_1281535.jpg;-;1;1;0;5;1;1;-;72.17;0.00%;-;80.19;0.00%;Sunglasses
S05143303;Ladies' Sunglasses Emilio Pucci EP0232;https://www.bigbuy.eu/7600718/ladies-sunglasses-emilio-pucci-ep0232_1262015.jpg;-;2;1;0;5;2;1;-;94.26;0.00%;-;104.73;0.00%;Sunglasses
S05113080;Ladies' Sunglasses Emilio Pucci EP0197 Black Ø 52 mm;https://www.bigbuy.eu/7600660/ladies-sunglasses-emilio-pucci-ep0197-black-oe-52-mm_1261993.jpg;-;1;1;0;5;1;1;-;90.14;0.00%;-;100.16;0.00%;Sunglasses
S72134344;Ladies' Sunglasses Ted Baker TB1690 53100;https://www.bigbuy.eu/7580296/ladies-sunglasses-ted-baker-tb1690-53100_1258842.jpg;-;5;1;0;5;5;1;-;47.98;0.00%;-;58.51;0.00%;Sunglasses
S72134340;Ladies' Sunglasses Ted Baker TB1685 55271;https://www.bigbuy.eu/7580309/ladies-sunglasses-ted-baker-tb1685-55271_1258846.jpg;-;50;1;0;5;50;1;-;49.22;0.00%;-;60.02;0.00%;Sunglasses
S72134336;Ladies' Sunglasses Ted Baker TB1647 57001;https://www.bigbuy.eu/7580304/ladies-sunglasses-ted-baker-tb1647-57001_1258844.jpg;-;1;1;0;5;1;1;-;47.98;0.00%;-;58.51;0.00%;Sunglasses
S72134335;Ladies' Sunglasses Ted Baker TB1639 55136;https://www.bigbuy.eu/7580295/ladies-sunglasses-ted-baker-tb1639-55136_1258841.jpg;-;2;1;0;5;2;1;-;47.98;0.00%;-;58.51;0.00%;Sunglasses
S72134334;Ladies' Sunglasses Ted Baker TB1563 53004;https://www.bigbuy.eu/7580298/ladies-sunglasses-ted-baker-tb1563-53004_1258843.jpg;-;17;1;0;5;17;1;-;47.98;0.00%;-;58.51;0.00%;Sunglasses
S72134333;Ladies' Sunglasses Ted Baker TB1678 53401;https://www.bigbuy.eu/7580286/ladies-sunglasses-ted-baker-tb1678-53401_1258839.jpg;-;26;1;0;5;26;1;-;47.98;0.00%;-;58.51;0.00%;Sunglasses
S72134308;Ladies' Sunglasses Scotch & Soda SS7036 55113;https://www.bigbuy.eu/7580270/ladies-sunglasses-scotch-soda-ss7036-55113_1258834.jpg;-;7;1;0;5;7;1;-;50.51;0.00%;-;61.6;0.00%;Sunglasses
S72134304;Ladies' Sunglasses Scotch & Soda SS5028 55101;https://www.bigbuy.eu/7580268/ladies-sunglasses-scotch-soda-ss5028-55101_1258833.jpg;-;4;1;0;5;4;1;-;50.51;0.00%;-;61.6;0.00%;Sunglasses
S72134303;Ladies' Sunglasses Scotch & Soda SS5025 56400;https://www.bigbuy.eu/7580264/ladies-sunglasses-scotch-soda-ss5025-56400_1258832.jpg;-;4;1;0;5;4;1;-;49.22;0.00%;-;60.02;0.00%;Sunglasses
S72134302;Ladies' Sunglasses Scotch & Soda SS5024 52401;https://www.bigbuy.eu/7580263/ladies-sunglasses-scotch-soda-ss5024-52401_1258831.jpg;-;38;1;0;5;38;1;-;49.22;0.00%;-;60.02;0.00%;Sunglasses
S72134301;Ladies' Sunglasses Scotch & Soda SS5024 52400;https://www.bigbuy.eu/7580261/ladies-sunglasses-scotch-soda-ss5024-52400_1258830.jpg;-;23;1;0;5;23;1;-;49.22;0.00%;-;60.02;0.00%;Sunglasses
S72134298;Ladies' Sunglasses Scotch & Soda SS7040 52907;https://www.bigbuy.eu/7580258/ladies-sunglasses-scotch-soda-ss7040-52907_1258828.jpg;-;26;1;0;5;26;1;-;50.51;0.00%;-;61.6;0.00%;Sunglasses
S72134292;Ladies' Sunglasses Serengeti SS536004 WAKOTA;https://www.bigbuy.eu/7580257/ladies-sunglasses-serengeti-ss536004-wakota_1258827.jpg;-;7;1;0;5;7;1;-;102.3;0.00%;-;116.25;0.00%;Sunglasses
S72134287;Ladies' Sunglasses Serengeti SS536002;https://www.bigbuy.eu/7580280/ladies-sunglasses-serengeti-ss536002_1258835.jpg;-;6;1;0;5;6;1;-;98.19;0.00%;-;111.58;0.00%;Sunglasses
S72133350;Ladies' Sunglasses Guess by Marciano GM00010 5744F;https://www.bigbuy.eu/7573633/ladies-sunglasses-guess-by-marciano-gm00010-5744f_1258177.jpg;-;1;1;0;5;1;1;-;60.82;0.00%;-;71.55;0.00%;Sunglasses
S72121966;Ladies' Sunglasses Guess GU7840 5753W;https://www.bigbuy.eu/7574085/ladies-sunglasses-guess-gu7840-5753w_1258292.jpg;-;6;1;0;5;6;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72134191;Ladies' Sunglasses Polaroid PLD 6237_S_X 52789M9;https://www.bigbuy.eu/7569176/ladies-sunglasses-polaroid-pld-6237-s-x-52789m9_1257391.jpg;-;11;1;0;5;11;1;-;41.36;0.00%;-;50.44;0.00%;Sunglasses
S72134164;Ladies' Sunglasses Polaroid PLD 4133_S_X 55807M9;https://www.bigbuy.eu/7569164/ladies-sunglasses-polaroid-pld-4133-s-x-55807m9_1257384.jpg;-;18;1;0;5;18;1;-;47.22;0.00%;-;57.59;0.00%;Sunglasses
S72134156;Ladies' Sunglasses Polaroid PLD 6185_S 52807M9;https://www.bigbuy.eu/7569157/ladies-sunglasses-polaroid-pld-6185-s-52807m9_1257387.jpg;-;14;1;0;5;14;1;-;40.84;0.00%;-;49.8;0.00%;Sunglasses
S72134112;Ladies' Sunglasses Polaroid PLD 4181_S 5680SM9;https://www.bigbuy.eu/7569139/ladies-sunglasses-polaroid-pld-4181-s-5680sm9_1257379.jpg;-;10;1;0;5;10;1;-;38.39;0.00%;-;47.99;0.00%;Sunglasses
S72134059;Ladies' Sunglasses Michael Kors 0MK1089 5911086G;https://www.bigbuy.eu/7569187/ladies-sunglasses-michael-kors-0mk1089-5911086g_1257394.jpg;-;6;1;0;5;6;1;-;102.3;0.00%;-;116.25;0.00%;Sunglasses
S72134009;Ladies' Sunglasses Police SPLN59 560Z42;https://www.bigbuy.eu/7569124/ladies-sunglasses-police-spln59-560z42_1257373.jpg;-;5;1;0;5;5;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72134008;Ladies' Sunglasses Police SPLN59 5601AY;https://www.bigbuy.eu/7569151/ladies-sunglasses-police-spln59-5601ay_1257381.jpg;-;5;1;0;5;5;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72133995;Ladies' Sunglasses Police SPLL37E56300X;https://www.bigbuy.eu/7569134/ladies-sunglasses-police-spll37e56300x_1257376.jpg;-;15;1;0;5;15;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72132181;Ladies' Sunglasses Barbour BAS-3032 54104;https://www.bigbuy.eu/7566676/ladies-sunglasses-barbour-bas-3032-54104_1257051.jpg;-;50;1;0;5;50;1;-;47.21;0.00%;-;57.57;0.00%;Sunglasses
S72133703;Ladies' Sunglasses Trussardi TSW9035 54E01;https://www.bigbuy.eu/7562074/ladies-sunglasses-trussardi-tsw9035-54e01_1256252.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72133702;Ladies' Sunglasses Trussardi TSW9035 54A01;https://www.bigbuy.eu/7562065/ladies-sunglasses-trussardi-tsw9035-54a01_1256250.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72133701;Ladies' Sunglasses Trussardi TSW9030 57H01;https://www.bigbuy.eu/7562061/ladies-sunglasses-trussardi-tsw9030-57h01_1256248.jpg;-;8;1;0;5;8;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72133699;Ladies' Sunglasses Trussardi TSW3011 5609A;https://www.bigbuy.eu/7562077/ladies-sunglasses-trussardi-tsw3011-5609a_1256254.jpg;-;20;1;0;5;20;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72133698;Ladies' Sunglasses Trussardi TSW3013 5803A;https://www.bigbuy.eu/7562069/ladies-sunglasses-trussardi-tsw3013-5803a_1256251.jpg;-;15;1;0;5;15;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72133697;Ladies' Sunglasses Trussardi TSW3013 5804A;https://www.bigbuy.eu/7562046/ladies-sunglasses-trussardi-tsw3013-5804a_1256244.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72133687;Ladies' Sunglasses Trussardi TSW9013 54D01;https://www.bigbuy.eu/7562040/ladies-sunglasses-trussardi-tsw9013-54d01_1256242.jpg;-;48;1;0;5;48;1;-;65.87;0.00%;-;77.49;0.00%;Sunglasses
S72133481;Ladies' Sunglasses Etro ETRO 0020_S;https://www.bigbuy.eu/7562023/ladies-sunglasses-etro-etro-0020-s_1256236.jpg;-;1;1;0;5;1;1;-;174.76;0.00%;-;194.18;0.00%;Sunglasses
S72133470;Ladies' Sunglasses Emilio Pucci EP0225 5672U;https://www.bigbuy.eu/7562026/ladies-sunglasses-emilio-pucci-ep0225-5672u_1256238.jpg;-;10;1;0;5;10;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72133469;Ladies' Sunglasses Emilio Pucci EP0225 5632B;https://www.bigbuy.eu/7562025/ladies-sunglasses-emilio-pucci-ep0225-5632b_1256237.jpg;-;13;1;0;5;13;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72133468;Ladies' Sunglasses Emilio Pucci EP0225 5616C;https://www.bigbuy.eu/7562017/ladies-sunglasses-emilio-pucci-ep0225-5616c_1256234.jpg;-;25;1;0;5;25;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72133359;Ladies' Sunglasses Guess by Marciano GM00010 5783Z;https://www.bigbuy.eu/7550826/ladies-sunglasses-guess-by-marciano-gm00010-5783z_1254984.jpg;-;2;1;0;5;2;1;-;60.82;0.00%;-;71.55;0.00%;Sunglasses
S72133352;Ladies' Sunglasses Guess by Marciano GM00010 5781Z;https://www.bigbuy.eu/7550915/ladies-sunglasses-guess-by-marciano-gm00010-5781z_1255031.jpg;-;1;1;0;5;1;1;-;60.82;0.00%;-;71.55;0.00%;Sunglasses
S72133351;Ladies' Sunglasses Guess by Marciano GM00010 5774F;https://www.bigbuy.eu/7550871/ladies-sunglasses-guess-by-marciano-gm00010-5774f_1255008.jpg;-;5;1;0;5;5;1;-;60.82;0.00%;-;71.55;0.00%;Sunglasses
S72132370;Ladies' Sunglasses Gant GA00012 5528S;https://www.bigbuy.eu/7551076/ladies-sunglasses-gant-ga00012-5528s_1255093.jpg;-;14;1;0;5;14;1;-;47.21;0.00%;-;57.57;0.00%;Sunglasses
S72132369;Ladies' Sunglasses Gant GA00011 5632S;https://www.bigbuy.eu/7550768/ladies-sunglasses-gant-ga00011-5632s_1254952.jpg;-;12;1;0;5;12;1;-;47.21;0.00%;-;57.57;0.00%;Sunglasses
S72133420;Ladies' Sunglasses Benetton BE5086 52738;https://www.bigbuy.eu/7551003/ladies-sunglasses-benetton-be5086-52738_1255063.jpg;-;26;1;0;5;26;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133417;Ladies' Sunglasses Benetton BE5086 52661;https://www.bigbuy.eu/7551029/ladies-sunglasses-benetton-be5086-52661_1255076.jpg;-;27;1;0;5;27;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133415;Ladies' Sunglasses Benetton BE5085 53210;https://www.bigbuy.eu/7550911/ladies-sunglasses-benetton-be5085-53210_1255029.jpg;-;1;1;0;5;1;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133413;Ladies' Sunglasses Benetton BE5079 54725;https://www.bigbuy.eu/7550805/ladies-sunglasses-benetton-be5079-54725_1254973.jpg;-;9;1;0;5;9;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133411;Ladies' Sunglasses Benetton BE5067 51813;https://www.bigbuy.eu/7550905/ladies-sunglasses-benetton-be5067-51813_1255026.jpg;-;5;1;0;5;5;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133405;Ladies' Sunglasses O'Neill ONS-PRAIA 58195P;https://www.bigbuy.eu/7550846/ladies-sunglasses-o-neill-ons-praia-58195p_1254994.jpg;-;50;1;0;5;50;1;-;39.74;0.00%;-;48.46;0.00%;Sunglasses
S72133397;Ladies' Sunglasses Champion CUW5241 52C03;https://www.bigbuy.eu/7550775/ladies-sunglasses-champion-cuw5241-52c03_1254955.jpg;-;50;1;0;5;50;1;-;30.65;0.00%;-;38.31;0.00%;Sunglasses
S72133393;Ladies' Sunglasses Champion CUW5206 135C04;https://www.bigbuy.eu/7550928/ladies-sunglasses-champion-cuw5206-135c04_1255036.jpg;-;50;1;0;5;50;1;-;30.65;0.00%;-;38.31;0.00%;Sunglasses
S72132476;Ladies' Sunglasses Pepe Jeans PJ7411 52356;https://www.bigbuy.eu/7550894/ladies-sunglasses-pepe-jeans-pj7411-52356_1255021.jpg;-;33;1;0;5;33;1;-;38.81;0.00%;-;48.51;0.00%;Sunglasses
S72132474;Ladies' Sunglasses Pepe Jeans PJ5213 52910;https://www.bigbuy.eu/7550837/ladies-sunglasses-pepe-jeans-pj5213-52910_1254990.jpg;-;50;1;0;5;50;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72132465;Ladies' Sunglasses Pepe Jeans PJ5213 52401;https://www.bigbuy.eu/7550815/ladies-sunglasses-pepe-jeans-pj5213-52401_1254977.jpg;-;17;1;0;5;17;1;-;38.81;0.00%;-;48.51;0.00%;Sunglasses
S72132444;Ladies' Sunglasses Max Mara MM0072 6052E;https://www.bigbuy.eu/7551089/ladies-sunglasses-max-mara-mm0072-6052e_1255097.jpg;-;49;1;0;5;49;1;-;65.71;0.00%;-;77.31;0.00%;Sunglasses
S72132441;Ladies' Sunglasses Love Moschino MOL051_CS;https://www.bigbuy.eu/7550723/ladies-sunglasses-love-moschino-mol051-cs_1254936.jpg;-;1;1;0;5;1;1;-;112.38;0.00%;-;124.87;0.00%;Sunglasses
S72132411;Ladies' Sunglasses Longchamp LO699S 53240;https://www.bigbuy.eu/7550730/ladies-sunglasses-longchamp-lo699s-53240_1254940.jpg;-;1;1;0;5;1;1;-;70.09;0.00%;-;82.46;0.00%;Sunglasses
S72133419;Ladies' Sunglasses Benetton BE5086 52210;https://www.bigbuy.eu/7549226/ladies-sunglasses-benetton-be5086-52210_1254691.jpg;-;22;1;0;5;22;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133416;Ladies' Sunglasses Benetton BE5085 53748;https://www.bigbuy.eu/7549223/ladies-sunglasses-benetton-be5085-53748_1254690.jpg;-;12;1;0;5;12;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133412;Ladies' Sunglasses Benetton BE5079 54205;https://www.bigbuy.eu/7549217/ladies-sunglasses-benetton-be5079-54205_1254688.jpg;-;10;1;0;5;10;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133410;Ladies' Sunglasses Benetton BE5067 51764;https://www.bigbuy.eu/7549213/ladies-sunglasses-benetton-be5067-51764_1254687.jpg;-;10;1;0;5;10;1;-;35.32;0.00%;-;44.15;0.00%;Sunglasses
S72133404;Ladies' Sunglasses O'Neill ONS-PRAIA 58100P;https://www.bigbuy.eu/7549207/ladies-sunglasses-o-neill-ons-praia-58100p_1254685.jpg;-;50;1;0;5;50;1;-;39.74;0.00%;-;48.46;0.00%;Sunglasses
S72133395;Ladies' Sunglasses Champion CUW5233 139C01;https://www.bigbuy.eu/7549205/ladies-sunglasses-champion-cuw5233-139c01_1254684.jpg;-;44;1;0;5;44;1;-;30.65;0.00%;-;38.31;0.00%;Sunglasses
S72133392;Ladies' Sunglasses Champion CUW5206 135C01;https://www.bigbuy.eu/7549202/ladies-sunglasses-champion-cuw5206-135c01_1254683.jpg;-;50;1;0;5;50;1;-;30.65;0.00%;-;38.31;0.00%;Sunglasses
S72132466;Ladies' Sunglasses Pepe Jeans PJ7403 56101;https://www.bigbuy.eu/7549183/ladies-sunglasses-pepe-jeans-pj7403-56101_1254677.jpg;-;30;1;0;5;30;1;-;38.81;0.00%;-;48.51;0.00%;Sunglasses
S72132445;Ladies' Sunglasses Max Mara MM0073 6050E;https://www.bigbuy.eu/7549184/ladies-sunglasses-max-mara-mm0073-6050e_1254676.jpg;-;2;1;0;5;2;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72132440;Ladies' Sunglasses Love Moschino MOL051_CS;https://www.bigbuy.eu/7549195/ladies-sunglasses-love-moschino-mol051-cs_1254680.jpg;-;1;1;0;5;1;1;-;112.38;0.00%;-;124.87;0.00%;Sunglasses
S72132410;Ladies' Sunglasses Carrera VICTORY C 12_S 552M2IR;https://www.bigbuy.eu/7549170/ladies-sunglasses-carrera-victory-c-12-s-552m2ir_1254674.jpg;-;7;1;0;5;7;1;-;75.16;0.00%;-;85.41;0.00%;Sunglasses
S0597734;Ladies' Sunglasses MAX&Co MO0052 Habana Ø 50 mm;https://www.bigbuy.eu/7545384/ladies-sunglasses-max-co-mo0052-habana-oe-50-mm_1254108.jpg;-;1;1;0;5;1;1;-;51.31;0.00%;-;57.65;0.00%;Sunglasses
