sku;name;images;video;stock_a;stock_a_days;stock_b;stock_b_days;stock_c;stock_c_days;pvd_old;pvd;pvd_dif;pvr_old;pvr;pvr_dif;category
S05149512;Ladies' Sunglasses Guess GU00216 Black;https://www.bigbuy.eu/7827888/ladies-sunglasses-guess-gu00216-black_1299639.jpg;-;1;1;0;5;1;1;-;42.86;0.00%;-;48.16;0.00%;Sunglasses
S05149439;Ladies' Sunglasses Guess GU00215 Black Golden;https://www.bigbuy.eu/7827883/ladies-sunglasses-guess-gu00215-black-golden_1299638.jpg;-;1;1;0;5;1;1;-;42.86;0.00%;-;48.16;0.00%;Sunglasses
S72143608;Ladies' Sunglasses Guess GU7917 5674T;https://www.bigbuy.eu/7826759/ladies-sunglasses-guess-gu7917-5674t_1299332.jpg;-;50;1;0;5;50;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72143606;Unisex Sunglasses Guess GU3053 5552F;https://www.bigbuy.eu/7826732/unisex-sunglasses-guess-gu3053-5552f_1299325.jpg;-;50;1;0;5;50;1;-;49.66;0.00%;-;60.56;0.00%;Sunglasses
S72143597;Ladies' Sunglasses Guess GU00103 5257P;https://www.bigbuy.eu/7826703/ladies-sunglasses-guess-gu00103-5257p_1299316.jpg;-;34;1;0;5;34;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72143573;Ladies' Sunglasses Guess by Marciano GM00023 6033W;https://www.bigbuy.eu/7826876/ladies-sunglasses-guess-by-marciano-gm00023-6033w_1299367.jpg;-;35;1;0;5;35;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143572;Ladies' Sunglasses Guess by Marciano GM00017 5352P;https://www.bigbuy.eu/7826839/ladies-sunglasses-guess-by-marciano-gm00017-5352p_1299355.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143571;Ladies' Sunglasses Guess by Marciano GM00017 5301B;https://www.bigbuy.eu/7826680/ladies-sunglasses-guess-by-marciano-gm00017-5301b_1299308.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143570;Ladies' Sunglasses Guess by Marciano GM00014 5698F;https://www.bigbuy.eu/7826656/ladies-sunglasses-guess-by-marciano-gm00014-5698f_1299298.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143569;Ladies' Sunglasses Guess by Marciano GM00012 5889W;https://www.bigbuy.eu/7826582/ladies-sunglasses-guess-by-marciano-gm00012-5889w_1299272.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143568;Ladies' Sunglasses Guess by Marciano GM00012 5859P;https://www.bigbuy.eu/7826627/ladies-sunglasses-guess-by-marciano-gm00012-5859p_1299290.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143567;Ladies' Sunglasses Guess by Marciano GM00009 5887W;https://www.bigbuy.eu/7826910/ladies-sunglasses-guess-by-marciano-gm00009-5887w_1299377.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143566;Ladies' Sunglasses Guess by Marciano GM00009 5853P;https://www.bigbuy.eu/7826606/ladies-sunglasses-guess-by-marciano-gm00009-5853p_1299281.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143565;Ladies' Sunglasses Guess by Marciano GM00009 5805B;https://www.bigbuy.eu/7826550/ladies-sunglasses-guess-by-marciano-gm00009-5805b_1299262.jpg;-;23;1;0;5;23;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143564;Ladies' Sunglasses Guess by Marciano GM00005 5792W;https://www.bigbuy.eu/7826521/ladies-sunglasses-guess-by-marciano-gm00005-5792w_1299254.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143563;Ladies' Sunglasses Guess by Marciano GM00005 5756P;https://www.bigbuy.eu/7826500/ladies-sunglasses-guess-by-marciano-gm00005-5756p_1299247.jpg;-;50;1;0;5;50;1;-;62.51;0.00%;-;73.54;0.00%;Sunglasses
S72143489;Ladies' Sunglasses Tommy Hilfiger TH 2344_S 52MVU08;https://www.bigbuy.eu/7826478/ladies-sunglasses-tommy-hilfiger-th-2344-s-52mvu08_1299238.jpg;-;2;1;0;5;2;1;-;93.17;0.00%;-;105.88;0.00%;Sunglasses
S72143488;Ladies' Sunglasses Tommy Hilfiger TH 2344_S 52807IR;https://www.bigbuy.eu/7826457/ladies-sunglasses-tommy-hilfiger-th-2344-s-52807ir_1299232.jpg;-;5;1;0;5;5;1;-;93.17;0.00%;-;105.88;0.00%;Sunglasses
S72143487;Ladies' Sunglasses Tommy Hilfiger TH 2343_S 538079O;https://www.bigbuy.eu/7826848/ladies-sunglasses-tommy-hilfiger-th-2343-s-538079o_1299359.jpg;-;4;1;0;5;4;1;-;93.17;0.00%;-;105.88;0.00%;Sunglasses
S72143486;Ladies' Sunglasses Tommy Hilfiger TH 2343_S 5305L08;https://www.bigbuy.eu/7826430/ladies-sunglasses-tommy-hilfiger-th-2343-s-5305l08_1299219.jpg;-;1;1;0;5;1;1;-;93.17;0.00%;-;105.88;0.00%;Sunglasses
S72143485;Ladies' Sunglasses Tommy Hilfiger TH 2342_S 568079O;https://www.bigbuy.eu/7826444/ladies-sunglasses-tommy-hilfiger-th-2342-s-568079o_1299225.jpg;-;1;1;0;5;1;1;-;93.17;0.00%;-;105.88;0.00%;Sunglasses
S72143474;Ladies' Sunglasses Tommy Hilfiger TH 2349_S 558079O;https://www.bigbuy.eu/7826718/ladies-sunglasses-tommy-hilfiger-th-2349-s-558079o_1299322.jpg;-;4;1;0;5;4;1;-;93.17;0.00%;-;105.88;0.00%;Sunglasses
S72143473;Ladies' Sunglasses MAX&Co MO0122 5425E;https://www.bigbuy.eu/7826824/ladies-sunglasses-max-co-mo0122-5425e_1299353.jpg;-;24;1;0;5;24;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72143472;Ladies' Sunglasses MAX&Co MO0091 5228Z;https://www.bigbuy.eu/7826877/ladies-sunglasses-max-co-mo0091-5228z_1299369.jpg;-;34;1;0;5;34;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72143471;Ladies' Sunglasses MAX&Co MO0122 5481Z;https://www.bigbuy.eu/7826802/ladies-sunglasses-max-co-mo0122-5481z_1299345.jpg;-;24;1;0;5;24;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72143470;Ladies' Sunglasses MAX&Co MO0121 5581Z;https://www.bigbuy.eu/7826773/ladies-sunglasses-max-co-mo0121-5581z_1299336.jpg;-;24;1;0;5;24;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72143469;Ladies' Sunglasses MAX&Co MO0119 5833A;https://www.bigbuy.eu/7826878/ladies-sunglasses-max-co-mo0119-5833a_1299370.jpg;-;34;1;0;5;34;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72143468;Ladies' Sunglasses MAX&Co MO0119 5832E;https://www.bigbuy.eu/7826558/ladies-sunglasses-max-co-mo0119-5832e_1299264.jpg;-;24;1;0;5;24;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72143467;Ladies' Sunglasses MAX&Co MO0083 5652F;https://www.bigbuy.eu/7826850/ladies-sunglasses-max-co-mo0083-5652f_1299362.jpg;-;24;1;0;5;24;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72143466;Men's Sunglasses MAX&Co MO0081 5255E;https://www.bigbuy.eu/7826742/men-s-sunglasses-max-co-mo0081-5255e_1299328.jpg;-;34;1;0;5;34;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72143465;Men's Sunglasses MAX&Co MO0078 5701B;https://www.bigbuy.eu/7826617/men-s-sunglasses-max-co-mo0078-5701b_1299284.jpg;-;49;1;0;5;49;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72143464;Ladies' Sunglasses MAX&Co MO0064 5555F;https://www.bigbuy.eu/7826693/ladies-sunglasses-max-co-mo0064-5555f_1299313.jpg;-;34;1;0;5;34;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72143430;Ladies' Sunglasses Max Mara MM0114-K 5832F;https://www.bigbuy.eu/7826674/ladies-sunglasses-max-mara-mm0114-k-5832f_1299306.jpg;-;24;1;0;5;24;1;-;65.71;0.00%;-;77.31;0.00%;Sunglasses
S72143429;Ladies' Sunglasses Max Mara MM0114-K 5832A;https://www.bigbuy.eu/7826528/ladies-sunglasses-max-mara-mm0114-k-5832a_1299255.jpg;-;25;1;0;5;25;1;-;65.71;0.00%;-;77.31;0.00%;Sunglasses
S72143427;Ladies' Sunglasses Max Mara MM0096 5728Z;https://www.bigbuy.eu/7826652/ladies-sunglasses-max-mara-mm0096-5728z_1299300.jpg;-;15;1;0;5;15;1;-;65.71;0.00%;-;77.31;0.00%;Sunglasses
S72143426;Ladies' Sunglasses Max Mara MM0093 5452F;https://www.bigbuy.eu/7826501/ladies-sunglasses-max-mara-mm0093-5452f_1299245.jpg;-;17;1;0;5;17;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72143425;Ladies' Sunglasses Max Mara MM0092 5556E;https://www.bigbuy.eu/7826633/ladies-sunglasses-max-mara-mm0092-5556e_1299291.jpg;-;23;1;0;5;23;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72143424;Ladies' Sunglasses Max Mara MM0093 5401A;https://www.bigbuy.eu/7826609/ladies-sunglasses-max-mara-mm0093-5401a_1299283.jpg;-;13;1;0;5;13;1;-;63.91;0.00%;-;75.19;0.00%;Sunglasses
S72143423;Ladies' Sunglasses Max Mara MM0051 5273F;https://www.bigbuy.eu/7826586/ladies-sunglasses-max-mara-mm0051-5273f_1299274.jpg;-;25;1;0;5;25;1;-;65.71;0.00%;-;77.31;0.00%;Sunglasses
S72143422;Ladies' Sunglasses Max Mara MM0051 5254S;https://www.bigbuy.eu/7826561/ladies-sunglasses-max-mara-mm0051-5254s_1299266.jpg;-;34;1;0;5;34;1;-;65.71;0.00%;-;77.31;0.00%;Sunglasses
S72143341;Ladies' Sunglasses Carrera CARRERA 3087_S 56NOA70;https://www.bigbuy.eu/7826533/ladies-sunglasses-carrera-carrera-3087-s-56noa70_1299258.jpg;-;3;1;0;5;3;1;-;72.35;0.00%;-;82.22;0.00%;Sunglasses
S72143331;Ladies' Sunglasses Carrera CARRERA 3087_S 56000K2;https://www.bigbuy.eu/7826510/ladies-sunglasses-carrera-carrera-3087-s-56000k2_1299248.jpg;-;4;1;0;5;4;1;-;70.83;0.00%;-;83.33;0.00%;Sunglasses
S72143022;Ladies' Sunglasses Dsquared2 D2 0207_S 528079O;https://www.bigbuy.eu/7826481/ladies-sunglasses-dsquared2-d2-0207-s-528079o_1299240.jpg;-;3;1;0;5;3;1;-;124.27;0.00%;-;138.08;0.00%;Sunglasses
S72143019;Ladies' Sunglasses Gant GA00023 5457E;https://www.bigbuy.eu/7826589/ladies-sunglasses-gant-ga00023-5457e_1299275.jpg;-;24;1;0;5;24;1;-;47.21;0.00%;-;57.57;0.00%;Sunglasses
S72143018;Unisex Sunglasses Gant GA00023 5452E;https://www.bigbuy.eu/7826459/unisex-sunglasses-gant-ga00023-5452e_1299231.jpg;-;50;1;0;5;50;1;-;47.21;0.00%;-;57.57;0.00%;Sunglasses
S72143017;Unisex Sunglasses Gant GA00023 5401A;https://www.bigbuy.eu/7826442/unisex-sunglasses-gant-ga00023-5401a_1299223.jpg;-;35;1;0;5;35;1;-;47.21;0.00%;-;57.57;0.00%;Sunglasses
S72143016;Unisex Sunglasses Gant GA00021 5557E;https://www.bigbuy.eu/7827058/unisex-sunglasses-gant-ga00021-5557e_1299438.jpg;-;19;1;0;5;19;1;-;47.21;0.00%;-;57.57;0.00%;Sunglasses
S72143015;Ladies' Sunglasses Polaroid PLD 6251_S_X 51KB7MU;https://www.bigbuy.eu/7827028/ladies-sunglasses-polaroid-pld-6251-s-x-51kb7mu_1299427.jpg;-;14;1;0;5;14;1;-;39.88;0.00%;-;48.63;0.00%;Sunglasses
S72143014;Ladies' Sunglasses Polaroid PLD 6251_S_X 51807M9;https://www.bigbuy.eu/7826427/ladies-sunglasses-polaroid-pld-6251-s-x-51807m9_1299216.jpg;-;32;1;0;5;32;1;-;39.88;0.00%;-;48.63;0.00%;Sunglasses
S72143011;Ladies' Sunglasses Polaroid PLD 4205_G_S_X 562F7M9;https://www.bigbuy.eu/7827089/ladies-sunglasses-polaroid-pld-4205-g-s-x-562f7m9_1299452.jpg;-;14;1;0;5;14;1;-;41.36;0.00%;-;50.44;0.00%;Sunglasses
S72143010;Ladies' Sunglasses Polaroid PLD 4205_G_S_X 5601QLA;https://www.bigbuy.eu/7827110/ladies-sunglasses-polaroid-pld-4205-g-s-x-5601qla_1299455.jpg;-;5;1;0;5;5;1;-;41.36;0.00%;-;50.44;0.00%;Sunglasses
S72143009;Ladies' Sunglasses Polaroid PLD 4204_G_S_X 56J5GWJ;https://www.bigbuy.eu/7826954/ladies-sunglasses-polaroid-pld-4204-g-s-x-56j5gwj_1299396.jpg;-;3;1;0;5;3;1;-;41.36;0.00%;-;50.44;0.00%;Sunglasses
S72143008;Ladies' Sunglasses Polaroid PLD 4204_G_S_X 562F7M9;https://www.bigbuy.eu/7826904/ladies-sunglasses-polaroid-pld-4204-g-s-x-562f7m9_1299378.jpg;-;14;1;0;5;14;1;-;41.36;0.00%;-;50.44;0.00%;Sunglasses
S72143001;Ladies' Sunglasses Polaroid PLD 2169_S_X 56O6WM9;https://www.bigbuy.eu/7827082/ladies-sunglasses-polaroid-pld-2169-s-x-56o6wm9_1299447.jpg;-;8;1;0;5;8;1;-;39.88;0.00%;-;48.63;0.00%;Sunglasses
S72142994;Ladies' Sunglasses Polaroid PLD 4194_S 55FWMLA;https://www.bigbuy.eu/7827061/ladies-sunglasses-polaroid-pld-4194-s-55fwmla_1299441.jpg;-;14;1;0;5;14;1;-;38.39;0.00%;-;47.99;0.00%;Sunglasses
S72142993;Ladies' Sunglasses Polaroid PLD 4194_S 55C9AM9;https://www.bigbuy.eu/7827052/ladies-sunglasses-polaroid-pld-4194-s-55c9am9_1299437.jpg;-;5;1;0;5;5;1;-;38.39;0.00%;-;47.99;0.00%;Sunglasses
S72142992;Ladies' Sunglasses Polaroid PLD 4194_S 55807M9;https://www.bigbuy.eu/7827034/ladies-sunglasses-polaroid-pld-4194-s-55807m9_1299428.jpg;-;46;1;0;5;46;1;-;38.39;0.00%;-;47.99;0.00%;Sunglasses
S72142991;Ladies' Sunglasses Polaroid PLD 4198_S_X 56PJPM9;https://www.bigbuy.eu/7826475/ladies-sunglasses-polaroid-pld-4198-s-x-56pjpm9_1299237.jpg;-;1;1;0;5;1;1;-;44.29;0.00%;-;54.01;0.00%;Sunglasses
S72142990;Ladies' Sunglasses Polaroid PLD 4198_S_X 56807M9;https://www.bigbuy.eu/7827029/ladies-sunglasses-polaroid-pld-4198-s-x-56807m9_1299426.jpg;-;3;1;0;5;3;1;-;44.29;0.00%;-;54.01;0.00%;Sunglasses
S72142986;Ladies' Sunglasses Polaroid PLD 4199_S_X 55807M9;https://www.bigbuy.eu/7827048/ladies-sunglasses-polaroid-pld-4199-s-x-55807m9_1299435.jpg;-;19;1;0;5;19;1;-;44.29;0.00%;-;54.01;0.00%;Sunglasses
S72142982;Ladies' Sunglasses Polaroid PLD 6254_S_X 55000UC;https://www.bigbuy.eu/7827053/ladies-sunglasses-polaroid-pld-6254-s-x-55000uc_1299436.jpg;-;3;1;0;5;3;1;-;41.36;0.00%;-;50.44;0.00%;Sunglasses
S72142980;Ladies' Sunglasses Polaroid PLD 6248_S_X 50807M9;https://www.bigbuy.eu/7826930/ladies-sunglasses-polaroid-pld-6248-s-x-50807m9_1299383.jpg;-;50;1;0;5;50;1;-;41.36;0.00%;-;50.44;0.00%;Sunglasses
S72142979;Ladies' Sunglasses Polaroid PLD 6251_S_X 51QFUWJ;https://www.bigbuy.eu/7827035/ladies-sunglasses-polaroid-pld-6251-s-x-51qfuwj_1299429.jpg;-;38;1;0;5;38;1;-;39.88;0.00%;-;48.63;0.00%;Sunglasses
S72142975;Ladies' Sunglasses Polaroid PLD 6253_S_X 52807M9;https://www.bigbuy.eu/7827040/ladies-sunglasses-polaroid-pld-6253-s-x-52807m9_1299431.jpg;-;23;1;0;5;23;1;-;39.88;0.00%;-;48.63;0.00%;Sunglasses
S72142970;Ladies' Sunglasses Missoni MIS 0273_S 548079O;https://www.bigbuy.eu/7827039/ladies-sunglasses-missoni-mis-0273-s-548079o_1299430.jpg;-;1;1;0;5;1;1;-;100.04;0.00%;-;113.68;0.00%;Sunglasses
S72142968;Ladies' Sunglasses Missoni MIS 0272_S 52ACI70;https://www.bigbuy.eu/7827080/ladies-sunglasses-missoni-mis-0272-s-52aci70_1299446.jpg;-;1;1;0;5;1;1;-;100.04;0.00%;-;113.68;0.00%;Sunglasses
S72142967;Ladies' Sunglasses Missoni MIS 0268_G_S 559N49O;https://www.bigbuy.eu/7827088/ladies-sunglasses-missoni-mis-0268-g-s-559n49o_1299449.jpg;-;1;1;0;5;1;1;-;128.32;0.00%;-;142.58;0.00%;Sunglasses
S72142965;Ladies' Sunglasses Missoni MIS 0264_G_S 548079O;https://www.bigbuy.eu/7827063/ladies-sunglasses-missoni-mis-0264-g-s-548079o_1299440.jpg;-;1;1;0;5;1;1;-;136.42;0.00%;-;151.58;0.00%;Sunglasses
S72142964;Ladies' Sunglasses Guess GU7917 5601A;https://www.bigbuy.eu/7826698/ladies-sunglasses-guess-gu7917-5601a_1299312.jpg;-;50;1;0;5;50;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72142962;Ladies' Sunglasses Guess GU00111 5652F;https://www.bigbuy.eu/7826534/ladies-sunglasses-guess-gu00111-5652f_1299252.jpg;-;26;1;0;5;26;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72142813;Ladies' Sunglasses One Jewels OSBHS4552TCC321H;https://www.bigbuy.eu/7819897/ladies-sunglasses-one-jewels-osbhs4552tcc321h_1298650.jpg;-;5;1;0;5;5;1;-;71.34;0.00%;-;81.07;0.00%;Sunglasses
S72142812;Ladies' Sunglasses One Jewels OSBHS4552APC321H;https://www.bigbuy.eu/7819893/ladies-sunglasses-one-jewels-osbhs4552apc321h_1298649.jpg;-;5;1;0;5;5;1;-;71.34;0.00%;-;81.07;0.00%;Sunglasses
S72142811;Ladies' Sunglasses One Jewels OSBHS4551TCC321H;https://www.bigbuy.eu/7819886/ladies-sunglasses-one-jewels-osbhs4551tcc321h_1298648.jpg;-;5;1;0;5;5;1;-;71.34;0.00%;-;81.07;0.00%;Sunglasses
S72142810;Ladies' Sunglasses One Jewels OSBHS4551PPC321H;https://www.bigbuy.eu/7819885/ladies-sunglasses-one-jewels-osbhs4551ppc321h_1298647.jpg;-;5;1;0;5;5;1;-;71.34;0.00%;-;81.07;0.00%;Sunglasses
S72142932;Ladies' Sunglasses Polaroid PLD 4176_S_X;https://www.bigbuy.eu/7819471/ladies-sunglasses-polaroid-pld-4176-s-x_1298528.jpg;-;1;1;0;5;1;1;-;68.45;0.00%;-;80.53;0.00%;Sunglasses
S72142883;Ladies' Sunglasses Just Cavalli SJC023 53700Y;https://www.bigbuy.eu/7819468/ladies-sunglasses-just-cavalli-sjc023-53700y_1298527.jpg;-;1;1;0;5;1;1;-;72.67;0.00%;-;82.58;0.00%;Sunglasses
S72142882;Ladies' Sunglasses Just Cavalli SJC020V 540700;https://www.bigbuy.eu/7819464/ladies-sunglasses-just-cavalli-sjc020v-540700_1298526.jpg;-;1;1;0;5;1;1;-;72.67;0.00%;-;82.58;0.00%;Sunglasses
S72142877;Ladies' Sunglasses Guess GU7884 5732F;https://www.bigbuy.eu/7819459/ladies-sunglasses-guess-gu7884-5732f_1298524.jpg;-;50;1;0;5;50;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72142872;Ladies' Sunglasses Guess GU00159 6332B;https://www.bigbuy.eu/7819456/ladies-sunglasses-guess-gu00159-6332b_1298523.jpg;-;19;1;0;5;19;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142871;Ladies' Sunglasses Guess GU7919 5852P;https://www.bigbuy.eu/7819453/ladies-sunglasses-guess-gu7919-5852p_1298522.jpg;-;15;1;0;5;15;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142870;Ladies' Sunglasses Guess GU00220 6202A;https://www.bigbuy.eu/7819449/ladies-sunglasses-guess-gu00220-6202a_1298521.jpg;-;37;1;0;5;37;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142869;Ladies' Sunglasses Guess GU00173 6021F;https://www.bigbuy.eu/7819447/ladies-sunglasses-guess-gu00173-6021f_1298520.jpg;-;30;1;0;5;30;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142868;Ladies' Sunglasses Guess GU00152 5701A;https://www.bigbuy.eu/7819444/ladies-sunglasses-guess-gu00152-5701a_1298519.jpg;-;8;1;0;5;8;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142865;Ladies' Sunglasses Guess GU00146 5920B;https://www.bigbuy.eu/7819441/ladies-sunglasses-guess-gu00146-5920b_1298518.jpg;-;3;1;0;5;3;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142864;Ladies' Sunglasses Guess GU00146 5901B;https://www.bigbuy.eu/7819438/ladies-sunglasses-guess-gu00146-5901b_1298517.jpg;-;8;1;0;5;8;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142863;Ladies' Sunglasses Guess GU00145 5452E;https://www.bigbuy.eu/7819435/ladies-sunglasses-guess-gu00145-5452e_1298516.jpg;-;10;1;0;5;10;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142862;Ladies' Sunglasses Guess GU00144 6052F;https://www.bigbuy.eu/7819431/ladies-sunglasses-guess-gu00144-6052f_1298515.jpg;-;21;1;0;5;21;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142861;Ladies' Sunglasses Guess GU00144 6026B;https://www.bigbuy.eu/7819426/ladies-sunglasses-guess-gu00144-6026b_1298514.jpg;-;14;1;0;5;14;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142860;Ladies' Sunglasses Guess GU00144 6001B;https://www.bigbuy.eu/7819421/ladies-sunglasses-guess-gu00144-6001b_1298512.jpg;-;11;1;0;5;11;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142859;Ladies' Sunglasses Guess GU00102 5632F;https://www.bigbuy.eu/7819422/ladies-sunglasses-guess-gu00102-5632f_1298513.jpg;-;28;1;0;5;28;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142858;Ladies' Sunglasses Guess GU00178 5752F;https://www.bigbuy.eu/7819420/ladies-sunglasses-guess-gu00178-5752f_1298511.jpg;-;9;1;0;5;9;1;-;49.66;0.00%;-;60.56;0.00%;Sunglasses
S72142711;Ladies' Sunglasses Jimmy Choo JC 5028;https://www.bigbuy.eu/7812588/ladies-sunglasses-jimmy-choo-jc-5028_1297275.jpg;-;1;1;0;5;1;1;-;163.62;0.00%;-;181.8;0.00%;Sunglasses
S72142686;Ladies' Sunglasses Guess GU00203-H 5601B;https://www.bigbuy.eu/7812586/ladies-sunglasses-guess-gu00203-h-5601b_1297274.jpg;-;49;1;0;5;49;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72142684;Ladies' Sunglasses Guess GU00099 5501D;https://www.bigbuy.eu/7812583/ladies-sunglasses-guess-gu00099-5501d_1297273.jpg;-;50;1;0;5;50;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72142683;Ladies' Sunglasses Guess GU00158 6132B;https://www.bigbuy.eu/7812580/ladies-sunglasses-guess-gu00158-6132b_1297272.jpg;-;38;1;0;5;38;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142682;Ladies' Sunglasses Guess GU00158 6128B;https://www.bigbuy.eu/7812577/ladies-sunglasses-guess-gu00158-6128b_1297271.jpg;-;50;1;0;5;50;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142681;Ladies' Sunglasses Guess GU00130 6152F;https://www.bigbuy.eu/7812574/ladies-sunglasses-guess-gu00130-6152f_1297270.jpg;-;49;1;0;5;49;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142677;Ladies' Sunglasses Guess GU7920 5852P;https://www.bigbuy.eu/7812568/ladies-sunglasses-guess-gu7920-5852p_1297268.jpg;-;50;1;0;5;50;1;-;51.02;0.00%;-;62.22;0.00%;Sunglasses
S72142674;Ladies' Sunglasses Guess GU7846 6133F;https://www.bigbuy.eu/7812551/ladies-sunglasses-guess-gu7846-6133f_1297262.jpg;-;2;1;0;5;2;1;-;52.41;0.00%;-;63.91;0.00%;Sunglasses
S72142597;Ladies' Sunglasses Superdry SDS 5035 57104;https://www.bigbuy.eu/7812548/ladies-sunglasses-superdry-sds-5035-57104_1297261.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142596;Ladies' Sunglasses Superdry SDS 5035 57100;https://www.bigbuy.eu/7812543/ladies-sunglasses-superdry-sds-5035-57100_1297260.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142595;Ladies' Sunglasses Superdry SDS 5033 58025;https://www.bigbuy.eu/7812539/ladies-sunglasses-superdry-sds-5033-58025_1297258.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142585;Ladies' Sunglasses Superdry SDS 5032 53108;https://www.bigbuy.eu/7812531/ladies-sunglasses-superdry-sds-5032-53108_1297256.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142584;Ladies' Sunglasses Superdry SDS 5032 53104;https://www.bigbuy.eu/7812525/ladies-sunglasses-superdry-sds-5032-53104_1297254.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142583;Ladies' Sunglasses Superdry SDS 5025 50104;https://www.bigbuy.eu/7812522/ladies-sunglasses-superdry-sds-5025-50104_1297253.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142581;Ladies' Sunglasses Superdry SDS HENSLEY 52172;https://www.bigbuy.eu/7812518/ladies-sunglasses-superdry-sds-hensley-52172_1297252.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142579;Ladies' Sunglasses Superdry SDS PHOENIX 55172;https://www.bigbuy.eu/7812509/ladies-sunglasses-superdry-sds-phoenix-55172_1297251.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142578;Ladies' Sunglasses Superdry SDS PHOENIX 55104;https://www.bigbuy.eu/7812503/ladies-sunglasses-superdry-sds-phoenix-55104_1297248.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142577;Ladies' Sunglasses Superdry SDS MONTEGO 53112;https://www.bigbuy.eu/7812499/ladies-sunglasses-superdry-sds-montego-53112_1297247.jpg;-;1;1;0;5;1;1;-;37.97;0.00%;-;47.46;0.00%;Sunglasses
S72142571;Ladies' Sunglasses Superdry SDS STUDIOCREW 51272;https://www.bigbuy.eu/7812487/ladies-sunglasses-superdry-sds-studiocrew-51272_1297243.jpg;-;1;1;0;5;1;1;-;37.14;0.00%;-;46.43;0.00%;Sunglasses
